1.028010289000000000e+09,1.270000000000000000e+02,2.000000000000000000e+00,6.307009257984681483e-01,4.463526870300735538e+01,3.879072332288603775e+01,2.757505204382727504e-01,2.203933641703945678e-01,1.187064032616693826e-01,3.161285376823598781e-01,2.080211504346624274e+00,-7.075782837666256819e-01
1.013465469000000000e+09,8.940000000000000000e+02,2.000000000000000000e+00,5.596268444531055097e-01,3.807082330814509419e+01,2.866961811906229940e+01,7.941091200719185839e-01,3.991124537162757946e-01,2.724176408390737603e+00,1.257749272251862838e+00,4.069805690251532049e+00,3.251489929375241950e-01
1.028574570000000000e+09,9.060000000000000000e+02,4.000000000000000000e+00,2.588828128065424616e-01,3.842648553792961508e+01,1.555725545025841683e+01,5.712150293520836808e-01,3.249793586849527016e-01,5.290324725198863876e-01,2.625871324638365589e+00,5.799709129089981374e+00,1.244444425021542733e+00
1.009579546000000000e+09,9.650000000000000000e+02,1.000000000000000000e+00,1.400585235321725408e+00,6.887256349821609547e+01,3.760958970027117232e+01,7.834016579301601446e-01,1.237178171298392027e-01,2.811928480999438928e+00,1.230805861985929894e+00,5.678717435496661636e+00,7.336840986401896858e-01
1.020048380000000000e+09,1.034000000000000000e+03,3.200000000000000000e+01,1.325665693819790825e-01,8.428026865939941104e+00,5.449239583097700290e+00,8.657480059389404126e-01,7.469757167680423082e-01,2.558982866924052413e+00,8.640260243734333434e-01,5.871166224131816769e+00,6.031853890183376879e-03
1.020805743000000000e+09,1.495000000000000000e+03,2.000000000000000000e+00,6.347736334056067742e-01,3.284113895294475327e+01,2.556455074028998098e+01,5.168679293824748333e-01,1.667352300013405231e-01,2.473976125533922765e+00,5.051003905923063808e-01,4.901868526285678485e+00,-2.054977028135988176e-02
1.012918709000000000e+09,1.823000000000000000e+03,4.000000000000000000e+00,2.047835138476258310e-01,3.653539902380909155e+01,1.335547940091468000e+01,5.948555932533148294e-01,6.675130121453861642e-01,2.245499106194067895e+00,4.450535724817193950e-01,5.112393761780999135e+00,6.165896500777471312e-01
1.025632362000000000e+09,1.941000000000000000e+03,1.000000000000000000e+00,1.184618343915958549e+00,4.281907703473808624e+01,3.950074895539772513e+01,2.868369366707616552e-01,6.867161938689214651e-01,2.468034249137226688e+00,4.610185171504975199e-01,4.985582987574151304e+00,-6.359555256641993282e-01
1.015318412000000000e+09,2.042000000000000000e+03,2.000000000000000000e+00,6.314745435143656049e-01,3.742010356928642523e+01,2.897588653575251172e+01,5.822468676483754102e-01,1.069100172461191489e-01,1.117796230575238692e+00,2.329638857875096392e+00,6.261145442440856357e+00,-4.355656739025177693e-01
1.006116445000000000e+09,2.083000000000000000e+03,4.000000000000000000e+00,1.227313748597338473e-02,2.823566785262623924e+01,2.557179158759407045e+01,5.242566187231295638e-01,3.718054698155426885e-01,1.942535950109268272e+00,1.499698095446659662e+00,4.921566007582049984e-01,3.732270976967552167e-01
1.018136898000000000e+09,2.221000000000000000e+03,2.000000000000000000e+00,5.950547128091032700e-01,5.572056415387751827e+01,2.421143832754290059e+01,2.535584267470339381e-01,9.063358734120833260e-01,3.663132437632228844e-01,2.856465750584250340e+00,3.760395995087028709e+00,-5.744931484839385649e-02
1.029980627000000000e+09,2.602000000000000000e+03,2.000000000000000000e+00,1.739656505568902556e-01,6.120545396710362240e+01,3.425615108627827254e+01,9.021422744153659301e-02,1.857681281865324607e-01,7.207715603002113891e-01,1.019818169787542333e-01,2.717878111065329172e+00,1.099846800797009472e+00
1.025221687000000000e+09,2.793000000000000000e+03,2.000000000000000000e+00,5.244647494317637992e-01,4.426474926395281528e+01,2.774791254975804122e+01,6.635673816972903483e-01,4.230251032873059147e-01,2.082052880916023252e+00,2.550744645335654148e+00,5.397285002168338508e+00,-6.315901285145879562e-01
1.024740824000000000e+09,3.429000000000000000e+03,4.000000000000000000e+00,1.466940656222952000e-01,3.241891946133596747e+01,1.671035511647523819e+01,2.454641911121183961e-01,8.694110710108307050e-01,2.238162041679280456e+00,2.979312535346136492e+00,3.437394419657586742e-01,-8.869347636991949946e-01
1.025667008000000000e+09,3.596000000000000000e+03,2.000000000000000000e+00,7.760248276035572879e-01,3.670094007155601901e+01,3.027289333674931271e+01,2.332458470765423619e-01,8.978682409767300143e-01,2.662778662411002362e+00,2.644503064804439862e+00,1.768939601028341801e+00,-5.050814845211880622e-01
1.019448343000000000e+09,3.815000000000000000e+03,1.600000000000000000e+01,3.410525705748097547e-01,1.284687532559028611e+01,6.440497716320704669e+00,8.900501303601994207e-01,1.452852863164250108e-01,4.255294390576111474e-01,2.908033177847928030e+00,6.273623285183345999e+00,-3.547722586016954227e-01
1.004194264000000000e+09,3.848000000000000000e+03,4.000000000000000000e+00,3.804221178655175506e-01,3.011242596588762055e+01,1.341998794146040552e+01,9.600979522922784559e-01,9.855715180439938994e-01,4.680991944740808819e-01,2.976535748953158311e+00,2.512793773208018777e+00,3.219010962679135779e-01
1.026180550000000000e+09,3.873000000000000000e+03,3.200000000000000000e+01,8.782067303581861384e-02,8.782911535322286412e+00,7.433621318202147776e+00,1.397854237160232604e-01,6.348487672723431841e-01,2.200024984182871179e+00,2.850042670215621410e+00,1.927271823402081807e+00,9.279536940604768969e-01
1.000683905000000000e+09,4.328000000000000000e+03,1.000000000000000000e+00,1.147585210011009327e+00,5.796648966597885533e+01,5.107783060238816830e+01,6.995647457601325003e-01,4.798201314971481946e-01,2.565537006128004283e+00,1.086999818093372205e+00,5.193031767858287573e+00,1.027184822556312049e+00
1.002405807000000000e+09,4.947000000000000000e+03,4.000000000000000000e+00,6.473104441383980001e-01,2.534296759066613447e+01,1.573049411472940129e+01,2.029694091314702686e-01,9.779520589933597963e-01,2.672774431807799278e+00,5.897415388841044381e-02,1.735149963305376408e+00,-7.226709810692983904e-01
1.019908734000000000e+09,5.175000000000000000e+03,8.000000000000000000e+00,3.437806992553100183e-01,2.173240935045197375e+01,1.242193105761720417e+01,9.375752559101011574e-01,4.365380992435775598e-01,5.954068379611149320e-01,1.959799430863681913e+00,4.229521350790054868e+00,-4.420923934642546071e-01
1.016520766000000000e+09,5.205000000000000000e+03,2.000000000000000000e+00,7.128789162676762992e-01,4.298679011251986282e+01,3.516146896353296825e+01,6.277545723897104413e-01,5.062366049225973663e-01,2.697182865800547003e+00,2.575376581080129235e+00,2.937747039822253825e+00,2.813495157133947752e-02
1.030624457000000000e+09,5.233000000000000000e+03,2.000000000000000000e+00,4.122443781985060673e-01,3.281025839410873601e+01,3.053674545688414455e+01,4.091688017065228666e-01,7.726124928642535972e-01,7.238900939977702675e-01,4.662568359609494117e-01,3.448440968173944299e+00,1.114245192424617725e+00
1.018718879000000000e+09,5.796000000000000000e+03,8.000000000000000000e+00,3.273316192558549664e-01,1.327376512259186825e+01,1.190974719935667281e+01,6.865896356909145792e-02,9.294144003959571299e-01,2.658159784497287514e+00,3.122873919791899766e+00,5.380386148760503140e+00,-4.166234271280606222e-02
1.029155285000000000e+09,5.896000000000000000e+03,1.600000000000000000e+01,3.326858932037226602e-01,1.128418289615919434e+01,7.622239829799464239e+00,8.120018163337257011e-01,3.560675839149993749e-01,4.214901549706412953e-01,2.726769308796590074e+00,5.337875704320705239e+00,-8.068266879101881894e-01
1.014611553000000000e+09,5.985000000000000000e+03,8.000000000000000000e+00,3.833647631633274599e-01,2.389217099134793898e+01,8.499580650582808872e+00,5.727920883368141647e-01,2.649852840307817536e-01,3.126205493943587932e+00,2.479595504413236284e+00,5.362066102929119893e+00,8.617930532072180794e-02
1.029143952000000000e+09,6.023000000000000000e+03,2.000000000000000000e+00,5.663152495561488697e-01,6.385370837198347971e+01,1.407402682016263284e+01,1.209078769595403058e-01,9.121207399433743923e-01,4.904817677233139772e-01,1.475398203977826617e+00,3.842027357943873955e+00,-6.957168012159615778e-01
1.020445216000000000e+09,6.603000000000000000e+03,1.000000000000000000e+00,9.785756716723856830e-01,8.342575398455393554e+01,7.931723808855252855e+01,8.196987059519574847e-01,8.993055498344959542e-01,6.277341254478246979e-01,1.229911493298398995e+00,2.872464975722785141e+00,1.248240461282647429e+00
1.016978245000000000e+09,6.673000000000000000e+03,1.000000000000000000e+00,4.504753449908725504e-01,8.001300027012746341e+01,2.402781389180480787e+01,3.419049059117771489e-02,2.173588424916013673e-01,2.867064677319659083e+00,1.908598013618411082e+00,5.159990814674486614e+00,6.276561197879949594e-01
1.030679861000000000e+09,7.225000000000000000e+03,4.000000000000000000e+00,4.536533145386804633e-01,3.474043800135950733e+01,1.522318784412247616e+01,6.257254981949396111e-01,8.171050092654164043e-01,6.328635981462766846e-01,2.210748910049967098e+00,5.772388442732319547e+00,-8.301484081169483442e-01
1.028015597000000000e+09,7.271000000000000000e+03,1.600000000000000000e+01,4.734599878382665661e-02,2.116351552347457599e+01,6.588165645620466471e+00,6.509642113748974612e-01,2.942422672383704016e-02,1.507942044674006388e+00,8.653849049477115862e-01,4.774485885295240983e+00,2.162202979790729673e-02
1.007538952000000000e+09,7.469000000000000000e+03,2.000000000000000000e+00,3.389094486057483424e-01,4.699895109892708689e+01,2.199247196167670992e+01,5.147892901046986491e-01,1.622340202376975904e-01,2.512029615664721494e+00,2.238902330630319071e+00,2.573114272396468838e+00,-2.361061970653861863e-01
1.022791913000000000e+09,9.090000000000000000e+03,2.000000000000000000e+00,5.688429893244996149e-01,3.958728014105921034e+01,2.132588585029914086e+01,7.843320474836752432e-01,3.175538442321728522e-02,2.785231585773680685e+00,2.650306021905818987e+00,4.202467934041381525e+00,-1.042796732196586973e+00
1.018582441000000000e+09,1.006900000000000000e+04,4.000000000000000000e+00,6.866139594350006981e-01,3.579404269195676136e+01,1.846283502744270066e+01,9.755119191891630237e-01,4.383886761159324075e-01,7.701702361834615873e-01,2.733154672878273850e+00,3.513285013683856706e-01,-1.302487343703841560e+00
