1.012139734000000000e+09,2.865000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00,3.346982389195267693e+00,3.763120721515548439e+01,1.967154551757925063e+01,9.291910947760102513e-01,8.707133197273749792e-01,6.643468329160432395e-01,2.232617905508938350e+00,3.456186287373107291e+00,4.559123164767216463e-01
1.012140998000000000e+09,2.865000000000000000e+03,1.000000000000000000e+00,2.000000000000000000e+00,3.346982389195267693e+00,3.763120721515548439e+01,1.967154551757925063e+01,9.291910947760102513e-01,8.707133197273749792e-01,6.643468329160432395e-01,2.232617905508938350e+00,3.456186287373107291e+00,4.559123164767216463e-01
1.028795827000000000e+09,1.774600000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,1.461405357534268257e+00,3.033720933767425620e+01,2.541459541229244934e+01,9.034235176775009535e-01,6.542419108639713210e-01,3.017880448843009766e+00,2.524982593075722814e+00,1.240348092579881989e+00,-1.414816557959374110e+00
1.029507406000000000e+09,1.774600000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,1.461405357534268257e+00,3.033720933767425620e+01,2.541459541229244934e+01,9.034235176775009535e-01,6.542419108639713210e-01,3.017880448843009766e+00,2.524982593075722814e+00,1.240348092579881989e+00,-1.414816557959374110e+00
1.003591247000000000e+09,1.911500000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,1.089203752459704244e+00,2.769466614142255168e+01,1.889773130336093843e+01,3.358769542608485148e-01,3.810394044586815077e-01,6.738921348924858945e-01,5.115465845699020964e-01,3.406808242057394853e+00,1.000990355457913372e+00
1.004480461000000000e+09,1.911500000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,1.089203752459704244e+00,2.769466614142255168e+01,1.889773130336093843e+01,3.358769542608485148e-01,3.810394044586815077e-01,6.738921348924858945e-01,5.115465845699020964e-01,3.406808242057394853e+00,1.000990355457913372e+00
1.013375175000000000e+09,1.937900000000000000e+04,0.000000000000000000e+00,8.000000000000000000e+00,1.466710040729613862e+00,1.026352958035952767e+01,8.451802195239290327e+00,9.039982205689021111e-01,3.658897661238057486e-01,1.648814475133993263e+00,6.017508307238316201e-01,5.562751502316301888e+00,-5.935999384168067980e-03
1.013375183000000000e+09,1.937900000000000000e+04,1.000000000000000000e+00,8.000000000000000000e+00,1.466710040729613862e+00,1.026352958035952767e+01,8.451802195239290327e+00,9.039982205689021111e-01,3.658897661238057486e-01,1.648814475133993263e+00,6.017508307238316201e-01,5.562751502316301888e+00,-5.935999384168067980e-03
1.020783561000000000e+09,2.324800000000000000e+04,0.000000000000000000e+00,4.000000000000000000e+00,4.975977523947686110e-01,5.058225122774396709e+01,1.040216759182664674e+01,5.809155326326597146e-01,7.169638456100324575e-01,2.331363951234915799e+00,5.369363163761076835e-02,6.188540724059676812e+00,1.059020092765821930e-01
1.020787277000000000e+09,2.324800000000000000e+04,1.000000000000000000e+00,4.000000000000000000e+00,4.975977523947686110e-01,5.058225122774396709e+01,1.040216759182664674e+01,5.809155326326597146e-01,7.169638456100324575e-01,2.331363951234915799e+00,5.369363163761076835e-02,6.188540724059676812e+00,1.059020092765821930e-01
1.018008971000000000e+09,2.331800000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,1.643267592557562162e+00,3.920790681843701009e+01,3.470631935878439833e+01,9.328106506715536650e-01,6.771069108525774594e-01,8.444756278311713604e-01,5.301179049226579787e-01,3.430814297239256128e+00,4.999833696349433310e-01
1.018077535000000000e+09,2.331800000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,1.643267592557562162e+00,3.920790681843701009e+01,3.470631935878439833e+01,9.328106506715536650e-01,6.771069108525774594e-01,8.444756278311713604e-01,5.301179049226579787e-01,3.430814297239256128e+00,4.999833696349433310e-01
1.030538726000000000e+09,3.153400000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,4.229320199308723716e+00,7.684204605632352525e+01,4.822674970292953134e+01,8.903159722257861786e-01,7.767209165183699415e-01,1.903428992494214933e+00,1.825685133201458310e+00,1.603337211564370479e+00,7.435604448731817362e-01
1.030538827000000000e+09,3.153400000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,4.229320199308723716e+00,7.684204605632352525e+01,4.822674970292953134e+01,8.903159722257861786e-01,7.767209165183699415e-01,1.903428992494214933e+00,1.825685133201458310e+00,1.603337211564370479e+00,7.435604448731817362e-01
1.005073187000000000e+09,4.723300000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,1.326381179142464450e+00,1.918699344386372374e+01,1.775064914986835518e+01,3.465973249335469464e-01,8.923393436118360889e-01,3.091083550780947542e-01,2.574159719363764864e+00,5.026186920329937635e+00,7.333460251162928767e-01
1.005604807000000000e+09,4.723300000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,1.326381179142464450e+00,1.918699344386372374e+01,1.775064914986835518e+01,3.465973249335469464e-01,8.923393436118360889e-01,3.091083550780947542e-01,2.574159719363764864e+00,5.026186920329937635e+00,7.333460251162928767e-01
1.011907972000000000e+09,5.121900000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,2.641226233380031374e+00,4.019240567262665564e+01,2.519054614966671934e+01,9.113390946288958405e-01,7.580749473227594848e-01,3.022647393002028338e+00,5.994440426761963314e-01,2.481081283476642418e-01,1.259634012384757418e-01
1.012052553000000000e+09,5.121900000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,2.641226233380031374e+00,4.019240567262665564e+01,2.519054614966671934e+01,9.113390946288958405e-01,7.580749473227594848e-01,3.022647393002028338e+00,5.994440426761963314e-01,2.481081283476642418e-01,1.259634012384757418e-01
1.012626936000000000e+09,5.662000000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,1.806139576195877172e+00,3.567713229409217490e+01,1.167485911327856307e+01,3.096611320220046260e-01,1.735108277972925994e-01,4.894590900560167879e-01,2.564057838449364191e+00,2.870977061299691879e+00,1.330914718873144498e+00
1.012626941000000000e+09,5.662000000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,1.806139576195877172e+00,3.567713229409217490e+01,1.167485911327856307e+01,3.096611320220046260e-01,1.735108277972925994e-01,4.894590900560167879e-01,2.564057838449364191e+00,2.870977061299691879e+00,1.330914718873144498e+00
1.012310428000000000e+09,6.343400000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,1.382491241564614004e+00,3.420233409058747043e+01,2.566895552650701262e+01,8.242191080977364637e-01,5.938162857804791805e-01,2.703916511832992420e+00,1.231432272353155888e+00,2.177122903772105503e-02,-1.024574139716761811e+00
1.012566860000000000e+09,6.343400000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,1.382491241564614004e+00,3.420233409058747043e+01,2.566895552650701262e+01,8.242191080977364637e-01,5.938162857804791805e-01,2.703916511832992420e+00,1.231432272353155888e+00,2.177122903772105503e-02,-1.024574139716761811e+00
1.022417113000000000e+09,7.091700000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,1.625231422282136018e+00,5.270310249205230235e+01,2.368840109128610294e+01,8.816886895481677033e-01,8.728950377423455587e-01,5.583409705985166172e-01,1.074569870381973713e+00,2.893302888377546456e+00,-1.283495907586317042e+00
1.023058291000000000e+09,7.091700000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,1.625231422282136018e+00,5.270310249205230235e+01,2.368840109128610294e+01,8.816886895481677033e-01,8.728950377423455587e-01,5.583409705985166172e-01,1.074569870381973713e+00,2.893302888377546456e+00,-1.283495907586317042e+00
1.011143389000000000e+09,7.111200000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,1.157404915387861610e+00,3.486284894338541562e+01,2.347009391927169730e+01,6.054951420822646257e-02,5.328417591545855370e-01,2.442459309427547520e+00,2.315269370744747590e+00,1.041801706153948626e+00,9.747000739493523191e-01
1.011143457000000000e+09,7.111200000000000000e+04,1.000000000000000000e+00,2.000000000000000000e+00,1.157404915387861610e+00,3.486284894338541562e+01,2.347009391927169730e+01,6.054951420822646257e-02,5.328417591545855370e-01,2.442459309427547520e+00,2.315269370744747590e+00,1.041801706153948626e+00,9.747000739493523191e-01
1.024772024000000000e+09,7.467500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,1.545455353021711442e+00,5.993436489973024806e+01,4.381124776588412573e+01,6.277045727238222961e-01,7.427845868758373715e-01,3.978551192558215654e-01,9.904752852868985435e-01,4.883419667345796356e+00,-7.829277781584625950e-01
1.024867374000000000e+09,7.467500000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00,1.545455353021711442e+00,5.993436489973024806e+01,4.381124776588412573e+01,6.277045727238222961e-01,7.427845868758373715e-01,3.978551192558215654e-01,9.904752852868985435e-01,4.883419667345796356e+00,-7.829277781584625950e-01
